=== USDKRW Volatility Analysis ===
Data Source,Yahoo Finance (KRW=X)
Period,2022-01-03 ~ 2026-03-18
Trading Days,1093

Date,Close,Log Return,4M Rolling Return
2023-05-03,1342.30,-0.000365,0.056031
2023-05-04,1335.23,-0.005281,0.047913
2023-05-05,1320.15,-0.011358,0.053692
2023-05-08,1316.96,-0.002419,0.062682
2023-05-09,1322.41,0.004130,0.066322
2023-05-10,1326.05,0.002749,0.068017
2023-05-11,1318.05,-0.006051,0.063690
2023-05-12,1329.88,0.008935,0.075441
2023-05-15,1341.52,0.008715,0.081252
2023-05-16,1335.40,-0.004572,0.079547
2023-05-17,1342.43,0.005251,0.084459
2023-05-18,1334.15,-0.006187,0.082756
2023-05-19,1334.74,0.000442,0.085128
2023-05-22,1324.21,-0.007920,0.077224
2023-05-23,1313.83,-0.007870,0.065849
2023-05-24,1319.84,0.004564,0.070786
2023-05-25,1318.52,-0.001001,0.070358
2023-05-26,1330.89,0.009338,0.082949
2023-05-29,1322.43,-0.006377,0.073837
2023-05-30,1324.59,0.001632,0.075023
2023-05-31,1319.79,-0.003630,0.080069
2023-06-01,1321.74,0.001476,0.079059
2023-06-02,1312.85,-0.006749,0.053018
2023-06-05,1305.14,-0.005890,0.034815
2023-06-06,1299.79,-0.004108,0.035401
2023-06-07,1299.20,-0.000454,0.030727
2023-06-08,1308.34,0.007010,0.034629
2023-06-09,1296.33,-0.009222,0.023254
2023-06-12,1286.69,-0.007464,0.010802
2023-06-13,1284.58,-0.001641,0.009691
2023-06-14,1267.62,-0.013291,-0.012542
2023-06-15,1273.99,0.005013,-0.011614
2023-06-16,1270.05,-0.003097,-0.018448
2023-06-19,1276.31,0.004917,-0.015276
2023-06-20,1283.24,0.005415,-0.017299
2023-06-21,1287.54,0.003345,-0.011736
2023-06-22,1288.38,0.000652,-0.007473
2023-06-23,1298.21,0.007601,-0.011791
2023-06-26,1307.67,0.007261,-0.008101
2023-06-27,1302.66,-0.003839,-0.014331
2023-06-28,1296.60,-0.004663,-0.006992
2023-06-29,1309.01,0.009526,-0.001564
2023-06-30,1323.07,0.010684,0.021849
2023-07-03,1315.30,-0.005890,0.012548
2023-07-04,1306.10,-0.007019,-0.008954
2023-07-05,1295.50,-0.008149,-0.015914
2023-07-06,1302.97,0.005750,-0.017034
2023-07-07,1309.22,0.004785,-0.007821
2023-07-10,1297.37,-0.009092,0.000764
2023-07-11,1299.54,0.001671,-0.003863
2023-07-12,1291.51,-0.006198,-0.015422
2023-07-13,1274.70,-0.013101,-0.020682
2023-07-14,1266.83,-0.006193,-0.031216
2023-07-17,1268.34,0.001191,-0.028047
2023-07-18,1265.45,-0.002281,-0.029146
2023-07-19,1264.94,-0.000403,-0.025658
2023-07-20,1265.09,0.000119,-0.016482
2023-07-21,1278.40,0.010466,-0.012689
2023-07-24,1285.65,0.005655,-0.009362
2023-07-25,1280.53,-0.003990,-0.012683
2023-07-26,1274.12,-0.005018,-0.025254
2023-07-27,1275.17,0.000824,-0.016452
2023-07-28,1283.88,0.006807,-0.016546
2023-07-31,1272.39,-0.008990,-0.027262
2023-08-01,1277.93,0.004345,-0.026272
2023-08-02,1289.05,0.008664,-0.020635
2023-08-03,1295.37,0.004891,-0.017125
2023-08-04,1296.40,0.000795,-0.014482
2023-08-07,1303.05,0.005116,-0.013499
2023-08-08,1307.75,0.003600,-0.010846
2023-08-09,1316.67,0.006798,-0.004657
2023-08-10,1313.64,-0.002304,0.009382
2023-08-11,1318.33,0.003564,0.011470
2023-08-14,1329.61,0.008520,0.010288
2023-08-15,1334.74,0.003851,0.014317
2023-08-16,1338.74,0.002992,0.009030
2023-08-17,1343.33,0.003423,0.014906
2023-08-18,1339.08,-0.003169,0.007297
2023-08-21,1339.17,0.000067,0.004779
2023-08-22,1339.74,0.000426,-0.000940
2023-08-23,1339.69,-0.000037,0.001390
2023-08-24,1327.78,-0.008930,-0.008668
2023-08-25,1326.62,-0.000874,-0.007890
2023-08-28,1323.61,-0.002272,-0.014284
2023-08-29,1322.82,-0.000597,-0.014512
2023-08-30,1321.07,-0.001324,-0.010605
2023-08-31,1323.03,0.001483,0.002182
2023-09-01,1324.64,0.001216,0.005832
2023-09-04,1317.46,-0.005435,-0.003743
2023-09-05,1317.95,0.000372,-0.006108
2023-09-06,1331.73,0.010401,0.010379
2023-09-07,1333.46,0.001298,0.002692
2023-09-08,1334.02,0.000420,-0.005591
2023-09-11,1335.32,0.000974,-0.000060
2023-09-12,1320.44,-0.011206,-0.016381
2023-09-13,1324.10,0.002768,-0.007533
2023-09-14,1329.77,0.004273,-0.003724
2023-09-15,1327.06,-0.002040,0.002152
2023-09-18,1328.42,0.001024,0.011105
2023-09-19,1329.66,0.000933,0.007440
2023-09-20,1328.53,-0.000850,0.007592
2023-09-21,1332.34,0.002864,0.001089
2023-09-22,1341.17,0.006606,0.014171
2023-09-25,1334.66,-0.004866,0.007602
2023-09-26,1338.45,0.002836,0.014139
2023-09-27,1353.75,0.011366,0.024218
2023-09-28,1352.82,-0.000687,0.030445
2023-09-29,1347.85,-0.003681,0.032724
2023-10-02,1351.94,0.003030,0.040122
2023-10-03,1354.19,0.001663,0.042326
2023-10-04,1359.22,0.003708,0.038889
2023-10-05,1351.16,-0.005947,0.042296
2023-10-06,1346.06,-0.003782,0.046142
2023-10-09,1343.36,-0.002008,0.045758
2023-10-10,1346.89,0.002624,0.062535
2023-10-11,1341.89,-0.003719,0.053297
2023-10-12,1338.26,-0.002709,0.053707
2023-10-13,1348.34,0.007504,0.056436
2023-10-16,1352.07,0.002763,0.053638
2023-10-17,1347.76,-0.003193,0.046771
2023-10-18,1352.99,0.003873,0.050148
2023-10-19,1354.56,0.001160,0.043406
2023-10-20,1356.23,0.001232,0.037135
2023-10-23,1349.34,-0.005093,0.035834
2023-10-24,1334.44,-0.011104,0.029184
2023-10-25,1343.64,0.006871,0.026455
2023-10-26,1352.68,0.006705,0.022380
2023-10-27,1350.34,-0.001731,0.026640
2023-10-30,1355.22,0.003607,0.037608
2023-10-31,1348.07,-0.005290,0.040579
2023-11-01,1350.16,0.001549,0.036217
2023-11-02,1347.84,-0.001720,0.029498
2023-11-03,1333.68,-0.010561,0.027987
2023-11-06,1307.84,-0.019565,0.006387
2023-11-07,1297.11,-0.008238,0.004336
2023-11-08,1304.55,0.005719,0.023417
2023-11-09,1308.12,0.002733,0.032593
2023-11-10,1315.20,0.005398,0.036946
2023-11-13,1319.62,0.003355,0.042807
2023-11-14,1319.07,-0.000417,0.042793
2023-11-15,1304.24,-0.011306,0.030946
2023-11-16,1301.86,-0.001826,0.018351
2023-11-17,1292.45,-0.007254,0.005289
2023-11-20,1294.50,0.001585,0.010910
2023-11-21,1288.15,-0.004917,0.011012
2023-11-22,1295.19,0.005450,0.015700
2023-11-23,1298.79,0.002776,0.011613
2023-11-24,1300.18,0.001070,0.021841
2023-11-27,1289.79,-0.008023,0.009281
2023-11-28,1302.53,0.009829,0.010457
2023-11-29,1287.53,-0.011583,-0.006052
2023-11-30,1288.36,0.000644,-0.006202
2023-12-01,1296.66,0.006422,-0.004904
2023-12-04,1299.19,0.001949,-0.006546
2023-12-05,1307.80,0.006605,-0.006737
2023-12-06,1313.37,0.004250,-0.000206
2023-12-07,1313.72,0.000266,-0.003497
2023-12-08,1312.76,-0.000731,-0.012673
2023-12-11,1316.51,0.002853,-0.013658
2023-12-12,1313.62,-0.002198,-0.018764
2023-12-13,1310.14,-0.002653,-0.024707
2023-12-14,1292.01,-0.013935,-0.035151
2023-12-15,1291.92,-0.000070,-0.035283
2023-12-18,1276.47,-0.012031,-0.047226
2023-12-19,1302.93,0.020517,-0.027439
2023-12-20,1297.76,-0.003976,-0.022609
2023-12-21,1296.98,-0.000601,-0.022343
2023-12-22,1291.71,-0.004072,-0.024101
2023-12-25,1297.36,0.004365,-0.019247
2023-12-26,1294.58,-0.002145,-0.020052
2023-12-27,1293.92,-0.000510,-0.022003
2023-12-28,1294.76,0.000649,-0.022557
2023-12-29,1277.84,-0.013154,-0.030073
2024-01-01,1293.53,0.012204,-0.018529
2024-01-02,1293.54,0.000008,-0.028677
2024-01-03,1307.62,0.010826,-0.019378
2024-01-04,1309.53,0.001460,-0.018358
2024-01-05,1311.25,0.001313,-0.018026
2024-01-08,1313.13,0.001433,-0.005536
2024-01-09,1311.80,-0.001013,-0.009289
2024-01-10,1319.79,0.006072,-0.007505
2024-01-11,1317.50,-0.001737,-0.007204
2024-01-12,1311.99,-0.004191,-0.012368
2024-01-15,1312.85,0.000655,-0.012642
2024-01-16,1319.71,0.005212,-0.006639
2024-01-17,1337.79,0.013607,0.004091
2024-01-18,1344.05,0.004668,0.002147
2024-01-19,1337.66,-0.004766,0.002248
2024-01-22,1333.21,-0.003332,-0.003915
2024-01-23,1338.74,0.004139,-0.011088
2024-01-24,1336.78,-0.001465,-0.011857
2024-01-25,1329.89,-0.005168,-0.013325
2024-01-26,1336.03,0.004606,-0.011768
2024-01-29,1336.76,0.000546,-0.012871
2024-01-30,1333.21,-0.002659,-0.019136
2024-01-31,1326.62,-0.004955,-0.018162
2024-02-01,1333.91,0.005480,-0.009026
2024-02-02,1328.95,-0.003725,-0.010727
2024-02-05,1337.73,0.006585,-0.006801
2024-02-06,1333.39,-0.003250,-0.006334
2024-02-07,1326.79,-0.004962,-0.008571
2024-02-08,1327.62,0.000625,-0.015367
2024-02-09,1331.47,0.002896,-0.015236
2024-02-12,1330.06,-0.001059,-0.013133
2024-02-13,1328.50,-0.001174,-0.018101
2024-02-14,1340.79,0.009209,-0.010166
2024-02-15,1326.00,-0.011092,-0.022290
2024-02-16,1327.66,0.001251,-0.016067
2024-02-19,1331.58,0.002948,-0.002143
2024-02-20,1333.34,0.001321,-0.007666
2024-02-21,1333.75,0.000307,-0.013994
2024-02-22,1332.87,-0.000660,-0.012937
2024-02-23,1327.17,-0.004286,-0.020698
2024-02-26,1330.00,0.002130,-0.013404
2024-02-27,1331.72,0.001292,-0.013658
2024-02-28,1331.79,0.000053,-0.011908
2024-02-29,1333.38,0.001193,-0.000225
2024-03-01,1335.20,0.001364,0.020920
2024-03-04,1330.90,-0.003226,0.026050
2024-03-05,1328.94,-0.001474,0.018696
2024-03-06,1333.43,0.003373,0.019348
2024-03-07,1327.09,-0.004766,0.009040
2024-03-08,1321.18,-0.004463,0.001182
2024-03-11,1315.98,-0.003944,-0.002343
2024-03-12,1310.54,-0.004142,0.004830
2024-03-13,1311.15,0.000465,0.007136
2024-03-14,1313.65,0.001905,0.016403
2024-03-15,1321.92,0.006276,0.021182
2024-03-18,1329.34,0.005597,0.031976
2024-03-19,1336.09,0.005065,0.031578
2024-03-20,1337.02,0.000696,0.029435
2024-03-21,1330.11,-0.005182,0.023020
2024-03-22,1334.68,0.003430,0.034804
2024-03-25,1343.60,0.006661,0.031531
2024-03-26,1339.13,-0.003332,0.040077
2024-03-27,1343.06,0.002930,0.042457
2024-03-28,1349.80,0.005006,0.040982
2024-03-29,1349.80,0.000000,0.038955
2024-04-01,1345.31,-0.003332,0.028682
2024-04-02,1355.53,0.007568,0.032101
2024-04-03,1350.73,-0.003547,0.028172
2024-04-04,1344.84,-0.004370,0.024437
2024-04-05,1351.36,0.004836,0.026471
2024-04-08,1350.27,-0.000807,0.027900
2024-04-09,1354.22,0.002921,0.033645
2024-04-10,1348.54,-0.004203,0.043754
2024-04-11,1363.76,0.011223,0.055607
2024-04-12,1367.84,0.002987,0.071580
2024-04-15,1379.61,0.008568,0.058852
2024-04-16,1387.67,0.005825,0.069281
2024-04-17,1387.34,-0.000238,0.069670
2024-04-18,1379.54,-0.005638,0.067995
2024-04-19,1379.40,-0.000101,0.063236
2024-04-22,1373.93,-0.003973,0.061294
2024-04-23,1378.84,0.003567,0.065630
2024-04-24,1370.48,-0.006082,0.058482
2024-04-25,1376.97,0.004724,0.077576
2024-04-26,1371.70,-0.003835,0.060431
2024-04-29,1377.09,0.003922,0.064590
2024-04-30,1374.64,-0.001781,0.051253
2024-05-01,1385.46,0.007840,0.057983
2024-05-02,1375.00,-0.007578,0.048618
2024-05-03,1364.64,-0.007563,0.039227
2024-05-06,1355.05,-0.007052,0.032970
2024-05-07,1352.17,-0.002128,0.024534
2024-05-08,1357.73,0.004103,0.030535
2024-05-09,1361.94,0.003096,0.038072
2024-05-10,1365.40,0.002537,0.040027
2024-05-13,1370.11,0.003444,0.038190
2024-05-14,1363.79,-0.004623,0.019435
2024-05-15,1362.55,-0.000910,0.013764
2024-05-16,1353.60,-0.006590,0.011916
2024-05-17,1346.04,-0.005601,0.009623
2024-05-20,1353.39,0.005446,0.010943
2024-05-21,1360.16,0.004990,0.017490
